Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,BinaryRefAddr,1,"BinaryRefAddr(String type, byte[] addr)",False,NULL
0,BinaryRefAddr,2,String getType(),False,NULL
0,BinaryRefAddr,3,byte[] getAddress(),False,NULL
0,BinaryRefAddr,4,boolean equals(Object obj),True,Determines whether obj is equal to this address.
0,BinaryRefAddr,5,int hashCode(),True,Computes the hash code of this address using its address type and contents.
1,Binding,1,getName(),False,NULL
1,Binding,2,getObject(),False,NULL
1,Binding,3,setName(String name),False,NULL
1,Binding,4,setObject(Object obj),False,NULL
1,Binding,5,getClass(),False,NULL
2,CompositeName,1,CompositeName(String[] name),False,NULL
2,CompositeName,2,String get(int index),True,Retrieves a component of this composite name.
2,CompositeName,3,int size(),True,Retrieves the number of components in this composite name.
2,CompositeName,4,String toString(),True,Generates the string representation of this composite name.
2,CompositeName,5,String[] getAll(),False,NULL
3,CompoundName,1,boolean add(E e),False,NULL
3,CompoundName,2,boolean addAll(Collection<? extends E> c),False,NULL
3,CompoundName,3,void clear(),False,NULL
3,CompoundName,4,boolean contains(Object o),False,NULL
3,CompoundName,5,boolean containsAll(Collection<?> c),False,NULL
4,InitialContext,1,Context lookup(Name name),False,NULL
4,InitialContext,2,"void rebind(Name name, Object obj)",True,"Binds a name to an object, overwriting any existing binding."
4,InitialContext,3,void unbind(Name name),True,Unbinds the named object.
4,InitialContext,4,void close(),True,Closes this context.
4,InitialContext,5,Context createSubcontext(Name name),True,Creates and binds a new context.
5,LinkRef,1,"LinkRef(String linkName, String linkValue)",False,NULL
5,LinkRef,2,String getLinkName(),True,Retrieves the name of this link.
5,LinkRef,3,String getLinkValue(),False,NULL
5,LinkRef,4,void setLinkName(String linkName),False,NULL
5,LinkRef,5,void setLinkValue(String linkValue),False,NULL
6,NameClassPair,1,"NameClassPair(String name, String className)",False,NULL
6,NameClassPair,2,String getName(),True,Retrieves the name of this binding.
6,NameClassPair,3,String getClassName(),True,Retrieves the class name of the object bound to the name of this binding.
6,NameClassPair,4,int hashCode(),False,NULL
6,NameClassPair,5,boolean equals(Object obj),False,NULL
7,RefAddr,1,"RefAddr(String type, Object addr)",False,NULL
7,RefAddr,2,Object getAddress(),False,NULL
7,RefAddr,3,String getType(),True,Retrieves the address type of this address.
7,RefAddr,4,void setAddress(Object addr),False,NULL
7,RefAddr,5,void setType(String type),False,NULL
8,Reference,1,Reference,False,NULL
8,Reference,2,getClassName,False,NULL
8,Reference,3,getFactoryClassName,False,NULL
8,Reference,4,getFactoryLocation,False,NULL
8,Reference,5,getContent,False,NULL
8,Reference,6,setContent,False,NULL
8,Reference,7,getReference,False,NULL
8,Reference,8,setReference,False,NULL
8,Reference,9,getContentDescription,False,NULL
8,Reference,10,setContentDescription,False,NULL
9,StringRefAddr,1,"StringRefAddr(String type, String addr)",False,NULL
9,StringRefAddr,2,String getAddrType(),False,NULL
9,StringRefAddr,3,String getAddress(),False,NULL
9,StringRefAddr,4,void setAddrType(String type),False,NULL
9,StringRefAddr,5,void setAddress(String addr),False,NULL
