ClassName,Method,Return Type,Description,Full Description
BorderUIResource,getBlackLineBorderUIResource(),static Border,NULL,"

getBlackLineBorderUIResource
public static Border getBlackLineBorderUIResource()

"
BorderUIResource,getBorderInsets(Component c),Insets,Returns the insets of the border.,"

getBorderInsets
public Insets getBorderInsets(Component c)
Description copied from interface: Border
Returns the insets of the border.

Specified by:
getBorderInsets in interface Border
Parameters:
c - the component for which this border insets value applies


"
BorderUIResource,getEtchedBorderUIResource(),static Border,NULL,"

getEtchedBorderUIResource
public static Border getEtchedBorderUIResource()

"
BorderUIResource,getLoweredBevelBorderUIResource(),static Border,NULL,"

getLoweredBevelBorderUIResource
public static Border getLoweredBevelBorderUIResource()

"
BorderUIResource,getRaisedBevelBorderUIResource(),static Border,NULL,"

getRaisedBevelBorderUIResource
public static Border getRaisedBevelBorderUIResource()

"
BorderUIResource,isBorderOpaque(),boolean,Returns whether or not the border is opaque.,"

isBorderOpaque
public boolean isBorderOpaque()
Description copied from interface: Border
Returns whether or not the border is opaque.  If the border
 is opaque, it is responsible for filling in it's own
 background when painting.

Specified by:
isBorderOpaque in interface Border


"
BorderUIResource,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,Paints the border for the specified component with the specified position and size.,"

paintBorder
public void paintBorder(Component c,
                        Graphics g,
                        int x,
                        int y,
                        int width,
                        int height)
Description copied from interface: Border
Paints the border for the specified component with the specified
 position and size.

Specified by:
paintBorder in interface Border
Parameters:
c - the component for which this border is being painted
g - the paint graphics
x - the x position of the painted border
y - the y position of the painted border
width - the width of the painted border
height - the height of the painted border


"
ComboBoxUI,isFocusTraversable(JComboBox c),abstract boolean,Determine whether or not the combo box itself is traversable,"

isFocusTraversable
public abstract boolean isFocusTraversable(JComboBox c)
Determine whether or not the combo box itself is traversable

"
ComboBoxUI,isPopupVisible(JComboBox c),abstract boolean,Determine the visibility of the popup,"

isPopupVisible
public abstract boolean isPopupVisible(JComboBox c)
Determine the visibility of the popup

"
ComboBoxUI,"setPopupVisible(JComboBox c, boolean v)",abstract void,Set the visibility of the popup,"

setPopupVisible
public abstract void setPopupVisible(JComboBox c,
                                     boolean v)
Set the visibility of the popup

"
ComponentUI,"contains(JComponent c, int x, int y)",boolean,"Returns true if the specified x,y location is contained within the look and feel's defined shape of the specified component.","

contains
public boolean contains(JComponent c,
                        int x,
                        int y)
Returns true if the specified x,y location is
 contained within the look and feel's defined shape of the specified
 component. x and y are defined to be relative
 to the coordinate system of the specified component.  Although
 a component's bounds is constrained to a rectangle,
 this method provides the means for defining a non-rectangular
 shape within those bounds for the purpose of hit detection.

Parameters:
c - the component where the x,y location is being queried;
          this argument is often ignored,
          but might be used if the UI object is stateless
          and shared by multiple components
x - the x coordinate of the point
y - the y coordinate of the point
See Also:
JComponent.contains(int, int), 
Component.contains(int, int)


"
ComponentUI,createUI(JComponent c),static ComponentUI,Returns an instance of the UI delegate for the specified component.,"

createUI
public static ComponentUI createUI(JComponent c)
Returns an instance of the UI delegate for the specified component.
 Each subclass must provide its own static createUI
 method that returns an instance of that UI delegate subclass.
 If the UI delegate subclass is stateless, it may return an instance
 that is shared by multiple components.  If the UI delegate is
 stateful, then it should return a new instance per component.
 The default implementation of this method throws an error, as it
 should never be invoked.

"
ComponentUI,"getAccessibleChild(JComponent c, int i)",Accessible,Returns the ith Accessible child of the object.,"

getAccessibleChild
public Accessible getAccessibleChild(JComponent c,
                                     int i)
Returns the ith Accessible child of the object.
 UIs might need to override this if they present areas on the
 screen that can be viewed as components, but actual components
 are not used for presenting those areas.

 

 Note: As of v1.3, it is recommended that developers call
 Component.AccessibleAWTComponent.getAccessibleChild() instead of
 this method.

Parameters:
i - zero-based index of child
Returns:
the ith Accessible child of the object
See Also:
getAccessibleChildrenCount(javax.swing.JComponent)


"
ComponentUI,getAccessibleChildrenCount(JComponent c),int,Returns the number of accessible children in the object.,"

getAccessibleChildrenCount
public int getAccessibleChildrenCount(JComponent c)
Returns the number of accessible children in the object.  If all
 of the children of this object implement Accessible,
 this
 method should return the number of children of this object.
 UIs might wish to override this if they present areas on the
 screen that can be viewed as components, but actual components
 are not used for presenting those areas.

 Note: As of v1.3, it is recommended that developers call
 Component.AccessibleAWTComponent.getAccessibleChildrenCount() instead
 of this method.

Returns:
the number of accessible children in the object
See Also:
getAccessibleChild(javax.swing.JComponent, int)


"
ComponentUI,"getBaseline(JComponent c, int width, int height)",int,Returns the baseline.,"

getBaseline
public int getBaseline(JComponent c,
                       int width,
                       int height)
Returns the baseline.  The baseline is measured from the top of
 the component.  This method is primarily meant for
 LayoutManagers to align components along their
 baseline.  A return value less than 0 indicates this component
 does not have a reasonable baseline and that
 LayoutManagers should not align this component on
 its baseline.
 
 This method returns -1.  Subclasses that have a meaningful baseline
 should override appropriately.

Parameters:
c - JComponent baseline is being requested for
width - the width to get the baseline for
height - the height to get the baseline for
Returns:
baseline or a value < 0 indicating there is no reasonable
                  baseline
Throws:
NullPointerException - if c is null
IllegalArgumentException - if width or height is < 0
Since:
1.6
See Also:
JComponent.getBaseline(int,int)


"
ComponentUI,getBaselineResizeBehavior(JComponent c),Component.BaselineResizeBehavior,Returns an enum indicating how the baseline of he component changes as the size changes.,"

getBaselineResizeBehavior
public Component.BaselineResizeBehavior getBaselineResizeBehavior(JComponent c)
Returns an enum indicating how the baseline of he component
 changes as the size changes.  This method is primarily meant for
 layout managers and GUI builders.
 
 This method returns BaselineResizeBehavior.OTHER.
 Subclasses that support a baseline should override appropriately.

Parameters:
c - JComponent to return baseline resize behavior for
Returns:
an enum indicating how the baseline changes as the component
         size changes
Throws:
NullPointerException - if c is null
Since:
1.6
See Also:
JComponent.getBaseline(int, int)


"
ComponentUI,getMaximumSize(JComponent c),Dimension,Returns the specified component's maximum size appropriate for the look and feel.,"

getMaximumSize
public Dimension getMaximumSize(JComponent c)
Returns the specified component's maximum size appropriate for
 the look and feel.  If null is returned, the maximum
 size will be calculated by the component's layout manager instead
 (this is the preferred approach for any component with a specific
 layout manager installed).  The default implementation of this
 method invokes getPreferredSize and returns that value.

Parameters:
c - the component whose maximum size is being queried;
          this argument is often ignored,
          but might be used if the UI object is stateless
          and shared by multiple components
Returns:
a Dimension object or null
See Also:
JComponent.getMaximumSize(), 
LayoutManager2.maximumLayoutSize(java.awt.Container)


"
