FileName,Compilable,Runnable,Correct
BufferedInputStream_1,True,True,True
BufferedInputStream_2,True,False,False
BufferedInputStream_3,True,False,False
BufferedInputStream_4,True,False,False
BufferedInputStream_5,True,True,True
BufferedOutputStream_1,True,True,True
BufferedOutputStream_2,True,True,True
BufferedOutputStream_3,True,True,True
BufferedWriter_2,True,True,True
BufferedWriter_3,True,True,True
BufferedWriter_4,True,True,True
ByteArrayInputStream_2,True,True,True
ByteArrayInputStream_3,True,True,True
ByteArrayInputStream_4,False,False,False
ByteArrayInputStream_5,True,True,True
ByteArrayOutputStream_1,True,True,True
ByteArrayOutputStream_2,True,True,True
ByteArrayOutputStream_3,True,True,True
ByteArrayOutputStream_4,False,False,False
ByteArrayOutputStream_5,False,False,False
CharArrayReader_1,True,True,True
CharArrayReader_2,True,False,False
CharArrayReader_3,True,True,True
CharArrayReader_4,True,True,True
CharArrayReader_5,False,False,False
CharArrayWriter_1,True,True,True
CharArrayWriter_2,True,True,True
Console_1,True,True,True
Console_2,True,True,True
Console_3,True,True,True
Console_4,True,True,True
DataOutputStream_1,True,True,True
DataOutputStream_3,True,True,True
DataOutputStream_4,True,True,True
DataOutputStream_5,True,True,True
File_1,True,True,True
File_2,True,True,True
File_3,True,True,True
File_4,True,True,True
File_5,True,True,True
FileDescriptor_2,True,True,True
FileDescriptor_3,True,True,True
FileOutputStream_1,True,True,True
FileOutputStream_2,True,True,True
FileOutputStream_3,True,True,True
FileOutputStream_4,True,True,True
FilePermission_2,True,True,True
FilePermission_3,True,True,True
FilePermission_4,True,True,True
FilterOutputStream_1,True,True,True
FilterOutputStream_2,True,True,True
FilterOutputStream_3,True,True,True
FilterOutputStream_4,True,True,True
FilterOutputStream_5,True,True,True
FilterReader_1,False,False,False
FilterReader_2,False,False,False
FilterReader_3,True,False,False
FilterReader_4,True,True,True
FilterReader_5,False,False,False
FilterWriter_1,True,True,True
FilterWriter_4,True,True,True
FilterWriter_5,True,True,True
InputStream_1,True,True,True
InputStream_2,True,True,True
InputStream_3,True,False,False
InputStream_4,True,False,False
InputStream_5,False,False,False
InputStreamReader_1,True,False,False
InputStreamReader_3,False,False,False
InputStreamReader_4,True,True,True
LineNumberInputStream_1,True,False,False
LineNumberInputStream_2,True,False,False
LineNumberInputStream_3,True,False,False
LineNumberInputStream_4,True,False,False
LineNumberInputStream_5,True,False,False
LineNumberReader_1,True,True,True
LineNumberReader_2,True,True,True
LineNumberReader_3,True,False,False
ObjectInputStream_1,True,False,False
ObjectInputStream_2,True,False,False
ObjectInputStream_3,False,False,False
ObjectInputStream_4,True,False,False
ObjectInputStream_5,True,False,False
ObjectInputStream_GetField_1,False,False,False
ObjectInputStream_GetField_2,False,False,False
ObjectInputStream_GetField_3,False,False,False
ObjectInputStream_GetField_4,False,False,False
ObjectInputStream_GetField_5,False,False,False
ObjectOutputStream_PutField_1,False,False,False
ObjectOutputStream_PutField_2,False,False,False
ObjectOutputStream_PutField_3,False,False,False
ObjectOutputStream_PutField_4,False,False,False
ObjectOutputStream_PutField_5,True,False,False
ObjectStreamClass_1,False,False,False
ObjectStreamClass_2,True,True,True
ObjectStreamClass_3,True,False,False
ObjectStreamClass_4,True,True,True
ObjectStreamClass_5,True,True,True
ObjectStreamField_1,True,True,True
ObjectStreamField_2,True,True,True
ObjectStreamField_3,True,True,True
ObjectStreamField_4,True,True,True
ObjectStreamField_5,True,True,True
OutputStream_1,True,True,True
OutputStream_2,True,True,True
OutputStream_3,True,True,True
OutputStream_4,True,True,True
OutputStream_5,False,False,False
OutputStreamWriter_1,True,True,True
OutputStreamWriter_4,True,True,True
OutputStreamWriter_5,True,True,True
PipedInputStream_1,True,False,False
PipedInputStream_3,True,False,False
PipedInputStream_4,True,True,True
PipedInputStream_5,True,True,True
PipedOutputStream_1,True,False,False
PipedOutputStream_3,True,False,False
PipedOutputStream_4,True,True,True
PipedOutputStream_5,True,True,True
PipedReader_1,True,False,False
PipedReader_2,False,False,False
PipedReader_3,True,False,False
PipedReader_4,True,False,False
PipedReader_5,True,True,True
PrintStream_1,True,True,True
PrintStream_2,True,True,True
PrintStream_3,True,True,True
PrintStream_4,True,True,True
PrintStream_5,True,True,True
PrintWriter_1,True,True,True
PrintWriter_2,True,True,True
PrintWriter_3,True,True,True
PrintWriter_4,True,True,True
PrintWriter_5,True,True,True
RandomAccessFile_1,True,True,True
RandomAccessFile_2,True,True,True
RandomAccessFile_3,True,True,True
RandomAccessFile_4,True,False,False
RandomAccessFile_5,True,True,True
Reader_1,True,True,True
Reader_2,True,True,True
Reader_3,True,False,False
Reader_4,False,False,False
Reader_5,True,False,False
SequenceInputStream_1,True,False,False
SequenceInputStream_2,False,False,False
SequenceInputStream_3,True,False,False
SequenceInputStream_4,True,False,False
StreamTokenizer_1,True,True,True
StreamTokenizer_4,True,True,True
StringBufferInputStream_1,False,False,False
StringBufferInputStream_2,True,False,False
StringBufferInputStream_3,True,False,False
StringBufferInputStream_4,True,False,False
StringBufferInputStream_5,True,False,False
StringReader_1,True,True,True
StringReader_2,True,True,True
StringReader_3,True,True,True
StringReader_4,True,True,True
StringReader_5,True,True,True
StringWriter_1,True,True,True
StringWriter_2,True,True,True
StringWriter_3,False,False,False
StringWriter_4,True,True,True
StringWriter_5,True,True,True
Writer_1,True,True,True
Writer_2,True,True,True
Writer_3,True,True,True
Writer_4,True,True,True
