ClassName,Method,Return Type,Description,Full Description
AbstractBorder,"getBaseline(Component c, int width, int height)",int,Returns the baseline.,"

getBaseline
public int getBaseline(Component c,
                       int width,
                       int height)
Returns the baseline.  A return value less than 0 indicates the border
 does not have a reasonable baseline.
 
 The default implementation returns -1.  Subclasses that support
 baseline should override appropriately.  If a value >= 0 is
 returned, then the component has a valid baseline for any
 size >= the minimum size and getBaselineResizeBehavior
 can be used to determine how the baseline changes with size.

Parameters:
c - Component baseline is being requested for
width - the width to get the baseline for
height - the height to get the baseline for
Returns:
the baseline or < 0 indicating there is no reasonable
         baseline
Throws:
IllegalArgumentException - if width or height is < 0
Since:
1.6
See Also:
Component.getBaseline(int,int), 
Component.getBaselineResizeBehavior()


"
AbstractBorder,getBaselineResizeBehavior(Component c),Component.BaselineResizeBehavior,Returns an enum indicating how the baseline of a component changes as the size changes.,"

getBaselineResizeBehavior
public Component.BaselineResizeBehavior getBaselineResizeBehavior(Component c)
Returns an enum indicating how the baseline of a component
 changes as the size changes.  This method is primarily meant for
 layout managers and GUI builders.
 
 The default implementation returns
 BaselineResizeBehavior.OTHER, subclasses that support
 baseline should override appropriately.  Subclasses should
 never return null; if the baseline can not be
 calculated return BaselineResizeBehavior.OTHER.  Callers
 should first ask for the baseline using
 getBaseline and if a value >= 0 is returned use
 this method.  It is acceptable for this method to return a
 value other than BaselineResizeBehavior.OTHER even if
 getBaseline returns a value less than 0.

Parameters:
c - Component to return baseline resize behavior for
Returns:
an enum indicating how the baseline changes as the border is
         resized
Since:
1.6
See Also:
Component.getBaseline(int,int), 
Component.getBaselineResizeBehavior()


"
AbstractBorder,getBorderInsets(Component c),Insets,"This default implementation returns a new Insets object that is initialized by the getBorderInsets(Component,Insets) method.","

getBorderInsets
public Insets getBorderInsets(Component c)
This default implementation returns a new Insets object
 that is initialized by the getBorderInsets(Component,Insets)
 method.
 By default the top, left, bottom,
 and right fields are set to 0.

Specified by:
getBorderInsets in interface Border
Parameters:
c - the component for which this border insets value applies
Returns:
a new Insets object


"
AbstractBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitializes the insets parameter with this Border's current Insets.,"

getBorderInsets
public Insets getBorderInsets(Component c,
                              Insets insets)
Reinitializes the insets parameter with this Border's current Insets.

Parameters:
c - the component for which this border insets value applies
insets - the object to be reinitialized
Returns:
the insets object


"
AbstractBorder,"getInteriorRectangle(Component c, Border b, int x, int y, int width, int height)",static Rectangle,Returns a rectangle using the arguments minus the insets of the border.,"

getInteriorRectangle
public static Rectangle getInteriorRectangle(Component c,
                                             Border b,
                                             int x,
                                             int y,
                                             int width,
                                             int height)
Returns a rectangle using the arguments minus the
 insets of the border. This is useful for determining the area
 that components should draw in that will not intersect the border.

Parameters:
c - the component for which this border is being computed
b - the Border object
x - the x position of the border
y - the y position of the border
width - the width of the border
height - the height of the border
Returns:
a Rectangle containing the interior coordinates


"
AbstractBorder,"getInteriorRectangle(Component c, int x, int y, int width, int height)",Rectangle,This convenience method calls the static method.,"

getInteriorRectangle
public Rectangle getInteriorRectangle(Component c,
                                      int x,
                                      int y,
                                      int width,
                                      int height)
This convenience method calls the static method.

Parameters:
c - the component for which this border is being computed
x - the x position of the border
y - the y position of the border
width - the width of the border
height - the height of the border
Returns:
a Rectangle containing the interior coordinates


"
AbstractBorder,isBorderOpaque(),boolean,This default implementation returns false.,"

isBorderOpaque
public boolean isBorderOpaque()
This default implementation returns false.

Specified by:
isBorderOpaque in interface Border
Returns:
false


"
AbstractBorder,"paintBorder(Component c, Graphics g, int x, int y, int width, int height)",void,This default implementation does no painting.,"

paintBorder
public void paintBorder(Component c,
                        Graphics g,
                        int x,
                        int y,
                        int width,
                        int height)
This default implementation does no painting.

Specified by:
paintBorder in interface Border
Parameters:
c - the component for which this border is being painted
g - the paint graphics
x - the x position of the painted border
y - the y position of the painted border
width - the width of the painted border
height - the height of the painted border


"
BevelBorder,getBevelType(),int,Returns the type of the bevel border.,"

getBevelType
public int getBevelType()
Returns the type of the bevel border.

"
BevelBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitialize the insets parameter with this Border's current Insets.,"

getBorderInsets
public Insets getBorderInsets(Component c,
                              Insets insets)
Reinitialize the insets parameter with this Border's current Insets.

Overrides:
getBorderInsets in class AbstractBorder
Parameters:
c - the component for which this border insets value applies
insets - the object to be reinitialized
Returns:
the insets object


"
