Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,DSAGenParameterSpec,1,"DSAGenParameterSpec(int keySize, int certainty)",False,NULL
0,DSAGenParameterSpec,2,int getKeySize(),False,NULL
0,DSAGenParameterSpec,3,int getCertainty(),False,NULL
0,DSAGenParameterSpec,4,boolean equals(Object obj),False,NULL
0,DSAGenParameterSpec,5,int hashCode(),False,NULL
1,DSAParameterSpec,1,"DSAParameterSpec(BigInteger p, BigInteger q, BigInteger g)",False,NULL
1,DSAParameterSpec,2,BigInteger getG(),True,Returns the base g.
1,DSAParameterSpec,3,BigInteger getP(),True,Returns the prime p.
1,DSAParameterSpec,4,BigInteger getQ(),True,Returns the sub-prime q.
1,DSAParameterSpec,5,int getL(),False,NULL
1,DSAParameterSpec,6,boolean equals(Object obj),False,NULL
1,DSAParameterSpec,7,int hashCode(),False,NULL
1,DSAParameterSpec,8,String toString(),False,NULL
2,DSAPrivateKeySpec,1,"DSAPrivateKeySpec(BigInteger x, BigInteger p, BigInteger q, BigInteger g)",False,NULL
2,DSAPrivateKeySpec,2,BigInteger getX(),True,Returns the private key x.
2,DSAPrivateKeySpec,3,BigInteger getP(),True,Returns the prime p.
2,DSAPrivateKeySpec,4,BigInteger getQ(),True,Returns the sub-prime q.
2,DSAPrivateKeySpec,5,BigInteger getG(),True,Returns the base g.
3,DSAPublicKeySpec,1,"DSAPublicKeySpec(BigInteger s, BigInteger p, BigInteger q, BigInteger g)",False,NULL
3,DSAPublicKeySpec,2,BigInteger getG(),True,Returns the base g.
3,DSAPublicKeySpec,3,BigInteger getP(),True,Returns the prime p.
3,DSAPublicKeySpec,4,BigInteger getQ(),True,Returns the sub-prime q.
3,DSAPublicKeySpec,5,BigInteger getS(),False,NULL
4,ECFieldF2m,1,"ECFieldF2m(int m, int n)",False,NULL
4,ECFieldF2m,2,int getM(),True,Returns the value m of this characteristic 2 finite field.
4,ECFieldF2m,3,int getN(),False,NULL
4,ECFieldF2m,4,ECFieldF2m getField(),False,NULL
4,ECFieldF2m,5,ECFieldF2mParams getParams(),False,NULL
5,ECFieldFp,1,ECFieldFp(BigInteger p),False,NULL
5,ECFieldFp,2,BigInteger getP(),True,Returns the prime p of this prime finite field.
5,ECFieldFp,3,ECFieldFp getField(),False,NULL
5,ECFieldFp,4,ECFieldFp getField(BigInteger p),False,NULL
5,ECFieldFp,5,ECFieldFp getField(int bits),False,NULL
6,ECGenParameterSpec,1,ECGenParameterSpec(String algorithm),False,NULL
6,ECGenParameterSpec,2,String getAlgorithm(),False,NULL
6,ECGenParameterSpec,3,ECGenParameterSpec(String algorithm),False,NULL
6,ECGenParameterSpec,4,String getAlgorithm(),False,NULL
6,ECGenParameterSpec,5,ECGenParameterSpec(String algorithm),False,NULL
