Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,FileFilter,1,boolean accept(File f),True,Whether the given file is accepted by this filter.
0,FileFilter,2,String getDescription(),True,The description of this filter.
0,FileFilter,3,void setDescription(String description),False,NULL
0,FileFilter,4,void accept(FileFilter f),False,NULL
0,FileFilter,5,FileFilter[] getFileFilters(),False,NULL
1,FileNameExtensionFilter,1,"FileNameExtensionFilter(String description, String... extensions)",False,NULL
1,FileNameExtensionFilter,2,String getDescription(),True,The description of this filter.
1,FileNameExtensionFilter,3,String[] getExtensions(),True,Returns the set of file name extensions files are tested against.
1,FileNameExtensionFilter,4,boolean accept(File f),True,"Tests the specified file, returning true if the file is accepted, false otherwise."
1,FileNameExtensionFilter,5,String toString(),True,Returns a string representation of the FileNameExtensionFilter.
2,FileSystemView,1,FileSystemView getFileSystemView(),True,NULL
2,FileSystemView,2,File getHomeDirectory(),True,NULL
2,FileSystemView,3,File[] getRoots(),True,Returns all root partitions on this system.
2,FileSystemView,4,File getDefaultDirectory(),True,Return the user's default starting directory for the file chooser.
2,FileSystemView,5,File getCurrentDirectory(),False,NULL
3,FileView,1,boolean accept(File file),False,NULL
3,FileView,2,String getName(File file),True,The name of the file.
3,FileView,3,String getTypeDescription(File file),True,A human readable description of the type of the file.
3,FileView,4,Icon getIcon(File file),True,The icon that represents this file in the JFileChooser.
3,FileView,5,String getShortDescription(File file),False,NULL
